"nid","published","created","changed","URL","Name of Institution","NK Import ID","Index Herbariorum Record","Institutional Code/Acronym","Additional Institution Names","Institutional Discipline","URL for main institutional website","URL for institutional specimen catalog","URL for institutional webservices","Institutional LSID","Cool URI","Status of Institution: Active?","Institutional Governance","Institution Type","Description of Institution","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Latitude","Longitude","Primary Contact","CITES permit number","Date herbarium was founded","Geographic coverage of herbarium","Taxonomic coverage of herbarium","Number of specimens in herbarium"
"25094","Yes","2 August 2016 - 9:50am EDT","28 February 2017 - 11:34am EST","http://usfsc.grscicoll.org/institution/usdafs-pacific-southwest-research-station","USDA/FS, Pacific Southwest Research Station",,"No","PSW","U.S. Forest Service","Biological Sciences: Genetics/Genomics","http://www.fs.fed.us/psw/","http://popgenie.org/popindels",,,"http://usfsc.grscicoll.org/cool/d1i5-3a9c","Yes","Public, Federal: General",,"The Pacific Southwest Research Station undertakes research in support of the management and conservation of forest ecosystems.","2480 Carson Rd",,,"Placerville","California","95667","USA",,,,"Placerville","California","95667","USA",,,"25076",,,,,
"25098","Yes","2 August 2016 - 1:15pm EDT","20 October 2016 - 10:26am EDT","http://usfsc.grscicoll.org/institution/usdaars-biological-control-insects-research-laboratory","USDA/ARS, Biological Control of Insects Research Laboratory",,"No","BCIRL",,,,,,,"http://usfsc.grscicoll.org/cool/14rh-0g47","Yes","Public, Federal: General",,"The mission of Biological Control of Insects Research Laboratory (BCIRL) is to discover, develop and refine principles and methods to effectively use biological control agents for the management of pest populations of insects and weeds. Specifically included in this mission are evaluation and enhancement of the activity, safety and production of effective beneficial pathogens, parasitoids and predators for biological control. BCIRL objectives are part of a larger ARS initiative to integrate the use of biological control agents into sustainable pest management systems.","USDA/ARS, Biological Control of Insects Research Laboratory","Biological Control of Insects","1503 S. Providence, Research Park","Columbia","Missouri","65211","USA",,,,,,,,,,"25097",,,,,
"25107","Yes","2 August 2016 - 6:22pm EDT","3 August 2016 - 4:30pm EDT","http://usfsc.grscicoll.org/institution/usdaars-animal-genomics-and-improvement-laboratory","USDA/ARS, Animal Genomics and Improvement Laboratory",,"No","AGIL",,"Agricultural Sciences & Natural Resources: Animal Science, General","https://www.ars.usda.gov/main/site_main.htm?modecode=80-42-05-30",,,,"http://usfsc.grscicoll.org/cool/itk5-54kk","Yes","Public, Federal: General","Other type of research institution/biorepository","The Animal Genomics and Improvement Laboratory (AGIL) discovers and develops improved methods for the genetic and genomic evaluation of economically important traits of dairy animals and small ruminants and conducts fundamental genomics-based research aimed at improving their health and productive efficiency.","USDA/ARS, Animal Genomics and Improvement Laboratory","10300 BALTIMORE AVENUE","BLDG. 005, RM. 306, BARC-WEST","Beltsville","MD","20705","USA",,,,,,,,,,"25106",,,,,
"25113","Yes","4 August 2016 - 9:28am EDT","4 August 2016 - 10:35am EDT","http://usfsc.grscicoll.org/institution/usdaars-germplasm-resources-information-network-grin-plant-germplasm","USDA/ARS, Germplasm Resources Information Network (GRIN) - Plant Germplasm",,"No","GRIN",,,"http://www.ars-grin.gov/","http://www.ars-grin.gov/npgs/index.html",,,"http://usfsc.grscicoll.org/cool/53gi-f43f","Yes","Public, Federal: General",,"The U.S. National Plant Germplasm System (NPGS) is collaborative effort to safeguard the genetic diversity of agriculturally important plants. The NPGS is managed by the Agricultural Research Service (ARS), the in-house research agency of the United States Department of Agriculture (USDA). Funding for the NPGS comes primarily through appropriations from the U.S. Congress. However, the NPGS is a partnership between the public and private sectors. Many NPGS genebanks are located at state land-grant university sites, which contribute lab, office, greenhouse and field space for operations, as well as staff for technical and support services. The private sector is a major user of the NPGS collections and is the primary means by which new and improved plants are commercialized.The mission of the NPGS is to support agricultural production by: acquiring crop germplasm; conserving crop germplasm; evaluating and characterizing crop germplasm; documenting crop germplasm ;distributing crop germplasm. The Database Management Unit (DBMU) develops and operates the Germplasm Resources Information Network (GRIN). This database maintains electronic information on more than 570,000 unique accessions at twenty NPGS locations. Genebank staff use GRIN to manage the collections. Detailed information about NPGS accessions is also displayed in a public website that includes the capability for scientists to request material.","USDA/ARS, Germplasm Resources Information Network (GRIN) - Plant Germplasm","10300 Baltimore Ave","Bldg. 003, Room 102, BARC-West","Beltsville","Maryland","20705","USA",,,,,,,,,,"25112",,,,,
"25118","Yes","4 August 2016 - 12:33pm EDT","4 August 2016 - 1:43pm EDT","http://usfsc.grscicoll.org/institution/usdaars-arthropod-borne-animal-diseases-research-unit","USDA/ARS, Arthropod-Borne Animal Diseases Research Unit",,"No","ABADRU",,,,,,,"http://usfsc.grscicoll.org/cool/1g0i-4ey8","Yes","Public, Federal: General",,"The mission of the Arthropod-Borne Animal Diseases Research Unit (ABADRU) is to conduct basic and applied studies on the arthropod transmitted viral diseases of domestic animals. The current research involves studies on the virus-vector-host interrelationships of bluetongue virus (BTV) serotypes and the closely related epizootic hemorrhagic disease virus (EHDV) serotypes, and other arboviruses, ruminants, and arthropods. The research mission will emphasize molecular biologic studies of viruses and vectors, vector biology and competence, epidemiology, and animal pathogenesis.","USDA/ARS, Arthropod-Borne Animal Diseases Research Unit","USDA-ARS-PA-Center for Grain & Animal Health Research","1515 College Ave.","Manhattan","Kansas","66502","USA",,,,,,,,,,"25117",,,,,
"25140","Yes","5 August 2016 - 12:10pm EDT","5 August 2016 - 1:51pm EDT","http://usfsc.grscicoll.org/institution/usdaars-southeastern-fruit-and-tree-nut-research-laboratory","USDA/ARS, Southeastern Fruit and Tree Nut Research Laboratory",,"No","SFTNRL",,,"https://www.ars.usda.gov/main/site_main.htm?modecode=60-42-05-00",,,,"http://usfsc.grscicoll.org/cool/6mzs-ywgp","Yes","Public, Federal: General",,"The mission of the Fruit and Tree-Nut Research Unit is to meet agriculture sector needs (both small and large farms) for a) stone fruit (peach nectarine, plum) scion and rootstock cultivars, and b) production and management strategies and tools to enable economic production and protection of pecan and stone fruit crops. Breeding efforts will produce: a) stone fruit scion cultivars satisfying a wide range of market niches with fruit possessing high quality and resistance to diseases (bacterial spot, brown rot, and scab), and b) rootstocks conferring enhanced tree longevity (tolerance to oak root rot, nematodes, and peach tree short life). Protection efforts will produce: a) management strategies and tools for economic control of primary arthropod pests of stone fruits (catfacing insects, borers, plum curculio, and scale) and pecan (weevils, aphids, mites, shuckworm, casebearers, stinkbugs, and mirids), and b) management strategies and tools for economic control of primary disease pests of stone fruits (scab, brown rot, root rots, nematodes, bacterial spot) and pecan (pecan scab and shuck decline). Production related research efforts will produce cultural strategies and tools to mitigate irregular bearing of pecan and increase production efficiency.","USDA/ARS, Southeastern Fruit and Tree Nut Research Laboratory","Southeastern F&TN Research Lab","21 Dunbar Rd.","Byron","Georgia","31008","USA",,,,,,,,,,"25139",,,,,
"25144","Yes","5 August 2016 - 2:16pm EDT","18 October 2016 - 2:22pm EDT","http://usfsc.grscicoll.org/institution/usdaars-insect-genetics-and-biochemistry-research-unit","USDA/ARS, Insect Genetics and Biochemistry Research Unit",,"No","IGBRU",,,,,,,"http://usfsc.grscicoll.org/cool/rgvm-4w8s","Yes","Public, Federal: General",,"The Mission of the Insect Genetics and Biochemistry Research Unit is to investigate fundamental problems related to crop protection and production, and to improve the effectiveness of insects used in Integrated Pest Management Programs for control of pest insects and weeds. Primary research projects include: 1) develop cold storage methods for beneficial insects and insects used in sterile release programs and cryopreservation methods for preservation of germplasm; 2) develop markers to measure the effects of photoperiods, temperature, and host quality on reproduction and diapause; 3) identifying molecular markers useful for distinguishing closely related species and populations of pest and beneficial insects; 4) examine role of Wolbachia bacteria in creating genetically distinct insect populations; 5) characterizing surface and internal lipids and their function for pest and beneficial insects, and the effect of lipids on interactions of natural enemies with their hosts; 6) characterizing feeding mechanisms and interactions with host plants for homopteran pest insects to determine resistant characteristics in plants.","USDA/ARS Insect Genetics and Biochemistry Research Unit","Red River Valley Agricultural Research Center","1605 Albrecht Blvd North","Fargo","North Dakota","58102-2765","USA",,,,,,,,,,"25143",,,,,
"25157","Yes","8 August 2016 - 11:29am EDT","8 August 2016 - 5:21pm EDT","http://usfsc.grscicoll.org/institution/usdaars-avian-disease-and-oncology-laboratory","USDA/ARS, Avian Disease and Oncology Laboratory",,"No","ADOL",,"Agricultural Sciences & Natural Resources: Animal Science, General","https://www.ars.usda.gov/main/site_main.htm?modecode=50-50-10-00",,,,"http://usfsc.grscicoll.org/cool/c2qp-pvac","Yes","Public, Federal: General",,"The mission of the Avian Disease and Oncology Laboratory is &quot;to provide leadership in solving current and future problems in neoplastic and other viral diseases of poultry using basic and applied multidisciplinary team approaches thereby benefitting the poultry industry and consumers.&quot; The Unit continues to apply biotechnology together with traditional technologies to solve practical problems in the control of poultry diseases, particularly Marek&#39;s disease and avian retrovirus infections. The unit is also leading the national research effort to map the chicken genome, which should improve disease control and poultry production through modern techniques for genetic selection and breeding.","USDA/ARS, AVIAN DISEASE & ONCOLOGY LAB.","4279 EAST MOUNT HOPE ROAD",,"East Lansing","MI","48823","USA",,,,,,,,,,"25156",,,,,
"25159","Yes","8 August 2016 - 12:50pm EDT","8 August 2016 - 5:14pm EDT","http://usfsc.grscicoll.org/institution/usdaars-wheat-peanut-and-other-field-crops-research-unit","USDA/ARS, Wheat, Peanut and Other Field Crops Research Unit",,"No","WPOFCRU",,,"https://www.ars.usda.gov/main/site_main.htm?modecode=30-72-10-00",,,,"http://usfsc.grscicoll.org/cool/1n88-2ac9","Yes","Public, Federal: General",,"The mission of Wheat, Peanut and Other Field Crops Research is to 1) develop cereal crop germplasm with inherent protection against insects and environmental growth stresses by using genetic techniques; 2) define biological and cultural control methods, life histories, genetics, biochemical interactions, and economic importance and develop improved agroecosystem management systems; 3) develop basic peanut germplasm for use in breeding programs to improve peanut cultivars in Southwest peanut-growing areas, with emphasis on host resistance to disease, environmental stress, and nutritional qualities; and 4) develop basic knowledge of mechanisms that convey resistance in peanut to diseases and environmental stress.","USDA/ARS, Wheat, Peanut and Other Field Crops Research Unit",,"1301 N. Western Road","Stillwater","Oklahoma","74075-2714","USA",,,,,,,,,,"25158",,,,,
"25190","Yes","10 August 2016 - 12:35pm EDT","10 August 2016 - 1:19pm EDT","http://usfsc.grscicoll.org/institution/usdaars-national-animal-disease-center-nadc","USDA/ARS, National Animal Disease Center (NADC)",,"No","NADC",,,,,,,"http://usfsc.grscicoll.org/cool/b9gp-990n","Yes","Public, Federal: General",,"It is the mission of NADC to conduct basic and applied research on selected diseases of economic importance to the U.S. livestock and poultry industries. The goals of the research mission are to produce knowledge andtechnology to reduce economic losses from infectious, genetic, and metabolic diseases to the livestock and poultry industries and the associated rural agricultural community, to reduce or eliminate pre-harvest contamination or infection of livestock and poultry with food-borne human pathogens, and to prevent suffering and death caused by diseases in agriculturally important livestock and poultry.","USDA/ARS, National Animal Disease Center","P.O Box 70","1920 Dayton Avenue.","Ames","Iowa","50010","USA",,,,,,,,,,"25189",,,,,
"25195","Yes","10 August 2016 - 1:39pm EDT","17 August 2016 - 4:57pm EDT","http://usfsc.grscicoll.org/institution/usdaars-floral-and-nursery-plant-research-unit","USDA/ARS, Floral and Nursery Plant Research Unit",,"No","FNPRU",,,"http://www.usna.usda.gov/Research/",,,,"http://usfsc.grscicoll.org/cool/ec68-nxek","Yes","Public, Federal: General",,"The Floral and Nursery Plants Research Unit of the U.S. National Arboretum has a broad-based program supporting basic and developmental research and implementation of new technologies for the florist and nursery industries. Emphasis is on developing new floral, nursery, and turf plants; detecting and controlling pathogens in ornamental plants; taxonomy of ornamental plants; improvement of nursery production systems; and curation of woody landscape plant germplasm as part of the National Plant Germplasm System.","USDA/ARS, Floral and Nursery Plant Research Unit","U.S. National Arboretum","3501 New York Ave., NE","Washington","DC","20002","USA",,,,,,,,,,"25239",,,,,
"25199","Yes","10 August 2016 - 2:46pm EDT","11 August 2016 - 12:13pm EDT","http://usfsc.grscicoll.org/institution/usdaars-plant-and-animal-genetic-resources-preservation-research-unit","USDA/ARS, Plant And Animal Genetic Resources Preservation Research Unit",,"No","PAGRP","NATIONAL LAB FOR GENETIC RESOURCES PRESERVATION","Agricultural Sciences & Natural Resources: Animal Science, General","http://www.ars.usda.gov/main/site_main.htm?modecode=30-12-30-05","http://nrrc.ars.usda.gov/A-GRIN/main_webpage/ars?record_source=US",,,"http://usfsc.grscicoll.org/cool/aqb2-0hsf","Yes","Public, Federal: General","Living organism collection (e.g., culture collection, seedbank)","The mission of the Plant and Animal Genetic Resources Preservation Unit is to acquire, preserve, and evaluate genetic resources from plants, animals, microbes, aquatic organisms and insects; coordinate their availability, conservation, and utilization; and to provide optimum access to desirable genes and gene complexes.","NATIONAL LAB FOR GENETIC RESOURCES PRESERVATION","1111 SOUTH MASON STREET",,"Fort Collins","CO","80521","USA",,,,,,,,,,"25198",,,,,
"25202","Yes","11 August 2016 - 8:37am EDT","11 August 2016 - 12:11pm EDT","http://usfsc.grscicoll.org/institution/usdaars-australian-biological-control-laboratory","USDA/ARS, Australian Biological Control Laboratory",,"No","ABCL",,,,,,,"http://usfsc.grscicoll.org/cool/66tt-dh3w","Yes","Public, Federal: General",,,"USDA/ARS, Australian Biological Control Laboratory",,,"Brisbane","Queensland","4001","Australia",,,,,,,,,,"25182",,,,,
"25204","Yes","11 August 2016 - 8:49am EDT","11 August 2016 - 12:11pm EDT","http://usfsc.grscicoll.org/institution/usdaars-south-american-biological-control-laboratory","USDA/ARS, South American Biological Control Laboratory",,"No","SABCL",,,,,,,"http://usfsc.grscicoll.org/cool/iezh-szfi","Yes","Public, Federal: General",,,,,,"Buenos Aires",,,"Argentina",,,,,,,,,,"25191",,,,,
"25207","Yes","11 August 2016 - 10:01am EDT","11 August 2016 - 12:04pm EDT","http://usfsc.grscicoll.org/institution/usdaars-beneficial-insects-introduction-research","USDA/ARS, Beneficial Insects Introduction Research",,"No","BIIR",,"Agricultural Sciences & Natural Resources: Animal Science, General","https://www.ars.usda.gov/main/site_main.htm?modecode=80-10-05-00",,,,"http://usfsc.grscicoll.org/cool/y5da-gfq7","Yes","Public, Federal: General","Other type of research institution/biorepository","Our mission is to import, quarantine, test, ship, release and establish exotic natural enemies (parasites and predators) of insect pests, using classical biological control approaches, and to investigate, model, and predict the interactions of pest and beneficial species. The Laboratory houses a quarantine facility where beneficial insects from abroad are received and processed to detect and eliminate undesirable secondary parasites. The laboratory&#39;s efforts have traditionally been directed against insect pests of foreign origin. After receiving natural enemies from the native home of the invading species, the beneficial insects are colonized in the United States to control the pest. Once established, these natural enemies are self-perpetuating and control the invasive host without further cost.","USDA, ARS, NEA, BENEFICIAL INS","501 SOUTH CHAPEL STREET",,"Newark","DE","19711","USA",,,,,,,,,,"25206",,,,,
